id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j3351,4014,military_department.a1234-d661,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j3352,4015,military_department.a1234-d661,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j3354,4017,military_department.a1234-d661,Водій - гранатометник,790037/061,1,5/2,military_rank.rank_30
a1234-j3355,4019,military_department.a1234-d662,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j3356,4020,military_department.a1234-d662,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j3357,4021,military_department.a1234-d662,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j3358,4022,military_department.a1234-d662,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j3360,4024,military_department.a1234-d662,Водій - гранатометник,790037/061,1,5/2,military_rank.rank_30
a1234-j3361,4026,military_department.a1234-d663,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j3362,4027,military_department.a1234-d663,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j3363,4028,military_department.a1234-d663,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j3364,4029,military_department.a1234-d663,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j3366,4031,military_department.a1234-d663,Водій - гранатометник,790037/061,1,5/2,military_rank.rank_30
a1234-j3367,4033,military_department.a1234-d664,Командир взводу,210003,1,12,military_rank.rank_190
a1234-j3368,4034,military_department.a1234-d664,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j3369,4036,military_department.a1234-d665,Командир відділення,104182,1,9/6 ,military_rank.rank_70
a1234-j3370,4037,military_department.a1234-d665,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j3372,4039,military_department.a1234-d665,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3373,4041,military_department.a1234-d666,Командир відділення,104182,1,9/6 ,military_rank.rank_70
a1234-j3374,4042,military_department.a1234-d666,Стрілець - зенітник,104916,2,5/3,military_rank.rank_30
a1234-j3376,4044,military_department.a1234-d666,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3377,4046,military_department.a1234-d667,Командир відділення,156182,1,9/6 ,military_rank.rank_70
a1234-j3378,4047,military_department.a1234-d667,Навідник,156281,1,6/3,military_rank.rank_30
a1234-j3379,4048,military_department.a1234-d667,Водій - номер обслуги,790037/533,1,5/2,military_rank.rank_30
a1234-j3380,4049,military_department.a1234-d667,Номер обслуги,156533,1,4/2,military_rank.rank_30
a1234-j3381,4051,military_department.a1234-d668,Командир відділення,184182,1,7/6 ,military_rank.rank_70
a1234-j3382,4052,military_department.a1234-d668,Водій - кранівник,790059,1,5/3,military_rank.rank_30
a1234-j3383,4053,military_department.a1234-d668,Водій - машиніст екскаватора,790037/994,3,5/2,military_rank.rank_30
a1234-j3386,4056,military_department.a1234-d668,Водій,790037,2,5/2,military_rank.rank_30
a1234-j3388,4058,military_department.a1234-d668,Машиніст екскаватора,184994,3,2/2,military_rank.rank_30
a1234-j3391,4061,military_department.a1234-d668,Такелажник,166936,1,2/2,military_rank.rank_30
a1234-j3392,4063,military_department.a1234-d669,Командир взводу,1210003,1,12,military_rank.rank_190
a1234-j3393,4065,military_department.a1234-d670,Начальник апаратної,474290,1,8,military_rank.rank_90
a1234-j3394,4066,military_department.a1234-d670,Старший оператор,474810,1,5/4,military_rank.rank_50
a1234-j3395,4067,military_department.a1234-d670,Механік,474256,2,4/3,military_rank.rank_30
a1234-j3397,4069,military_department.a1234-d670,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3398,4070,military_department.a1234-d670,Оператор,474543,2,4/3,military_rank.rank_30
a1234-j3400,4073,military_department.a1234-d671,Начальник радіостанції,420414,1,6/6 ,military_rank.rank_70
a1234-j3401,4074,military_department.a1234-d671,Водій - електрик,124058,1,5/3,military_rank.rank_30
a1234-j3402,4075,military_department.a1234-d671,Механік-радіотелефоніст,474256/641,1,4/3,military_rank.rank_30
a1234-j3403,4076,military_department.a1234-d671,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j3404,4078,military_department.a1234-d672,Командир відділення,420182,1,7/6 ,military_rank.rank_70
a1234-j3405,4079,military_department.a1234-d672,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3406,4080,military_department.a1234-d672,Радіотелефоніст,420641,2,3/2,military_rank.rank_30
a1234-j3408,4083,military_department.a1234-d673,Командир відділення,403182,1,7/6 ,military_rank.rank_70
a1234-j3409,4084,military_department.a1234-d673,Старший лінійний наглядач,403768,1,3/3,military_rank.rank_50
a1234-j3410,4085,military_department.a1234-d673,Водій,790037,1,5/2,military_rank.rank_30
a1234-j3411,4086,military_department.a1234-d673,Радіотелефоніст - лінійний наглядач,420641/233,1,3/2,military_rank.rank_30
a1234-j3412,4088,military_department.a1234-d674,Командир взводу,787147,1,11,military_rank.rank_100
a1234-j3413,4090,military_department.a1234-d675,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j3414,4091,military_department.a1234-d675,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j3415,4092,military_department.a1234-d675,Водій,790037,4,5/2,military_rank.rank_30
a1234-j3419,4097,military_department.a1234-d676,Начальник їдальні,788499,1,7,military_rank.rank_90
a1234-j3420,4098,military_department.a1234-d676,Інструктор,788113,1,7,military_rank.rank_70
a1234-j3421,4099,military_department.a1234-d676,Старший кухар,788827,3,4/4,military_rank.rank_50
a1234-j3424,4102,military_department.a1234-d676,Кухар,788569,8,3/2,military_rank.rank_30
a1234-j3432,4110,military_department.a1234-d676,Водій,790037,7,5/2,military_rank.rank_30
a1234-j3439,4118,military_department.a1234-d677,Начальник лазні,789294,1,5/5 ,military_rank.rank_70
a1234-j3440,4119,military_department.a1234-d677,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j3441,4120,military_department.a1234-d677,Оператор,789543,1,4/3,military_rank.rank_30
a1234-j3442,4121,military_department.a1234-d677,Водій - механік,790037/256,1,5/2,military_rank.rank_30
a1234-j3443,4122,military_department.a1234-d677,Електрик - дизеліст,659995/079,2,2/2,military_rank.rank_30
a1234-j3445,4125,military_department.a1234-d678,Начальник майстерні,789333,1,7,military_rank.rank_80
a1234-j3446,4126,military_department.a1234-d678,Кравець,789619,1,2/2,military_rank.rank_30
a1234-j3447,4127,military_department.a1234-d678,Швець,789663,1,2/2,military_rank.rank_30
a1234-j3448,4128,military_department.a1234-d678,Перукар,789552,1,2/2,military_rank.rank_30
a1234-j3449,4130,military_department.a1234-d679,Начальник складу,725535,9,8,military_rank.rank_100
a1234-j3461,4142,military_department.a1234-d679,Начальник складу,957427,1,7,military_rank.rank_90
a1234-j3462,4143,military_department.a1234-d679,Начальник складу,700427,1,7,military_rank.rank_90
a1234-j3463,4144,military_department.a1234-d679,Начальник складу,738427,1,7,military_rank.rank_90
a1234-j3466,4147,military_department.a1234-d679,Начальник складу,769427,1,7,military_rank.rank_90
a1234-j3467,4148,military_department.a1234-d679,Начальник складу,756427,1,7,military_rank.rank_90
a1234-j3468,4149,military_department.a1234-d679,Комірник,788135,4,1/1,military_rank.rank_30
a1234-j3472,4154,military_department.a1234-d680,Командир взводу,213003,1,12,military_rank.rank_190
a1234-j3473,4155,military_department.a1234-d680,Начальник містечка-метеоролог,212306/254,1,7/6 ,military_rank.rank_80
a1234-j3474,4157,military_department.a1234-d681,Головний сержант - командир відділення,832975/182,1,10,military_rank.rank_90
a1234-j3475,4158,military_department.a1234-d681,Старший майстер,832774,2,5/4,military_rank.rank_50
a1234-j3477,4160,military_department.a1234-d681,Майстер,832244,3,4/3,military_rank.rank_30
a1234-j3480,4164,military_department.a1234-d682,Начальник майстерні,832332,1,8,military_rank.rank_90
a1234-j3481,4165,military_department.a1234-d682,Старший майстер - приладник,832774/621,1,5/4,military_rank.rank_50
a1234-j3482,4166,military_department.a1234-d682,Старший майстер,832774,1,5/4,military_rank.rank_50
a1234-j3483,4167,military_department.a1234-d682,Майстер,832244,2,4/3,military_rank.rank_30
a1234-j3485,4170,military_department.a1234-d683,Начальник складу,832427,2,7,military_rank.rank_90
a1234-j3487,4173,military_department.a1234-d684,Начальник медичного пункту,9001023,1,13,military_rank.rank_210
a1234-j3488,4174,military_department.a1234-d684,Лікар,9001003,1,12,military_rank.rank_210
a1234-j3489,4175,military_department.a1234-d684,Фельдшер,879962,1,8,military_rank.rank_90
a1234-j3490,4176,military_department.a1234-d684,Санітарний інструктор,879659,1,7/5 ,military_rank.rank_80
a1234-j3491,4177,military_department.a1234-d684,Медична сестра,879249,1,6,military_rank.rank_70
a1234-j3492,4178,military_department.a1234-d684,Водій - санітар,790037/658,1,5/2,military_rank.rank_30
a1234-j3493,4180,military_department.a1234-d685,Начальник контрольно-технічного пункту,790394,1,9,military_rank.rank_100
a1234-j3494,4182,military_department.a1234-d686,Командир роти,9001023,1,19,military_rank.rank_270
a1234-j3495,4183,military_department.a1234-d686,Заступник командира роти - інструктор з повітряно-десантної підготовки,213003,1,18,military_rank.rank_220
a1234-j3496,4184,military_department.a1234-d686,Технік,738945,1,10,military_rank.rank_100
a1234-j3497,4185,military_department.a1234-d686,Головний сержант,879974,1,12,military_rank.rank_100
a1234-j3498,4186,military_department.a1234-d686,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j3499,4187,military_department.a1234-d686,Статистик,879676,1,2/2,military_rank.rank_30
a1234-j3500,4189,military_department.a1234-d687,Начальник відділення,9013013,1,17,military_rank.rank_240
a1234-j3501,4190,military_department.a1234-d687,Старший ординатор,9010003,1,14,military_rank.rank_240
a1234-j3502,4191,military_department.a1234-d687,Фельдшер,879962,2,8,military_rank.rank_90
a1234-j3504,4193,military_department.a1234-d687,Медична сестра,879249,2,6,military_rank.rank_70
